,ID,filename,species,label,split
3334,3334,0481847.jpg,707-320,0,val
3335,3335,0810608.jpg,707-320,0,val
3336,3336,1514481.jpg,707-320,0,val
3337,3337,0887066.jpg,707-320,0,val
3338,3338,1318819.jpg,707-320,0,val
3339,3339,0624128.jpg,707-320,0,val
3340,3340,0602177.jpg,707-320,0,val
3341,3341,1148180.jpg,707-320,0,val
3342,3342,1346004.jpg,707-320,0,val
3343,3343,1288661.jpg,707-320,0,val
3344,3344,0760910.jpg,707-320,0,val
3345,3345,0113201.jpg,707-320,0,val
3346,3346,0923884.jpg,707-320,0,val
3347,3347,0987261.jpg,707-320,0,val
3348,3348,0536511.jpg,707-320,0,val
3349,3349,0732667.jpg,707-320,0,val
3350,3350,0901498.jpg,707-320,0,val
3351,3351,0631897.jpg,707-320,0,val
3352,3352,1193587.jpg,707-320,0,val
3353,3353,0198101.jpg,707-320,0,val
3354,3354,1017179.jpg,707-320,0,val
3355,3355,1068565.jpg,707-320,0,val
3356,3356,0063435.jpg,707-320,0,val
3357,3357,0732410.jpg,707-320,0,val
3358,3358,0536721.jpg,707-320,0,val
3359,3359,1518652.jpg,707-320,0,val
3360,3360,1009831.jpg,707-320,0,val
3361,3361,0062781.jpg,707-320,0,val
3362,3362,0458781.jpg,707-320,0,val
3363,3363,1514484.jpg,707-320,0,val
3364,3364,0869692.jpg,707-320,0,val
3365,3365,1152266.jpg,707-320,0,val
3366,3366,1199327.jpg,707-320,0,val
3367,3367,1426527.jpg,727-200,1,val
3368,3368,0275719.jpg,727-200,1,val
3369,3369,1188390.jpg,727-200,1,val
3370,3370,1862134.jpg,727-200,1,val
3371,3371,0482763.jpg,727-200,1,val
3372,3372,0345994.jpg,727-200,1,val
3373,3373,0063291.jpg,727-200,1,val
3374,3374,1298905.jpg,727-200,1,val
3375,3375,1446378.jpg,727-200,1,val
3376,3376,0689276.jpg,727-200,1,val
3377,3377,1691787.jpg,727-200,1,val
3378,3378,0321755.jpg,727-200,1,val
3379,3379,0582367.jpg,727-200,1,val
3380,3380,0907378.jpg,727-200,1,val
3381,3381,0879892.jpg,727-200,1,val
3382,3382,0730793.jpg,727-200,1,val
3383,3383,0939607.jpg,727-200,1,val
3384,3384,0275123.jpg,727-200,1,val
3385,3385,0994960.jpg,727-200,1,val
3386,3386,0638654.jpg,727-200,1,val
3387,3387,0699599.jpg,727-200,1,val
3388,3388,0356165.jpg,727-200,1,val
3389,3389,0063113.jpg,727-200,1,val
3390,3390,0907364.jpg,727-200,1,val
