ID,filename,species,label,split
0,image_00190.jpg,passion flower,0,train
1,image_00067.jpg,passion flower,0,train
2,image_00234.jpg,passion flower,0,train
3,image_00241.jpg,passion flower,0,train
4,image_00040.jpg,passion flower,0,train
5,image_00103.jpg,passion flower,0,train
6,image_00232.jpg,passion flower,0,train
7,image_00154.jpg,passion flower,0,train
8,image_00124.jpg,passion flower,0,train
9,image_00016.jpg,passion flower,0,train
10,image_00085.jpg,passion flower,0,train
11,image_00199.jpg,passion flower,0,train
12,image_00218.jpg,passion flower,0,train
13,image_00138.jpg,passion flower,0,train
14,image_00110.jpg,passion flower,0,train
15,image_00164.jpg,passion flower,0,train
16,image_00018.jpg,passion flower,0,train
17,image_00144.jpg,passion flower,0,train
18,image_00171.jpg,passion flower,0,train
19,image_00081.jpg,passion flower,0,train
20,image_00207.jpg,passion flower,0,train
21,image_00092.jpg,passion flower,0,train
22,image_00106.jpg,passion flower,0,train
23,image_00041.jpg,passion flower,0,train
24,image_00140.jpg,passion flower,0,train
25,image_00097.jpg,passion flower,0,train
26,image_00182.jpg,passion flower,0,train
27,image_00223.jpg,passion flower,0,train
28,image_00084.jpg,passion flower,0,train
29,image_00019.jpg,passion flower,0,train
30,image_00245.jpg,passion flower,0,train
31,image_00114.jpg,passion flower,0,train
32,image_00158.jpg,passion flower,0,train
33,image_00037.jpg,passion flower,0,train
34,image_00224.jpg,passion flower,0,train
35,image_00149.jpg,passion flower,0,train
36,image_00188.jpg,passion flower,0,train
37,image_00221.jpg,passion flower,0,train
38,image_00184.jpg,passion flower,0,train
39,image_00050.jpg,passion flower,0,train
40,image_00117.jpg,passion flower,0,train
41,image_00029.jpg,passion flower,0,train
42,image_00135.jpg,passion flower,0,train
43,image_00088.jpg,passion flower,0,train
44,image_00090.jpg,passion flower,0,train
45,image_00119.jpg,passion flower,0,train
46,image_00208.jpg,passion flower,0,train
47,image_00133.jpg,passion flower,0,train
48,image_00181.jpg,passion flower,0,train
49,image_00228.jpg,passion flower,0,train
50,image_00039.jpg,passion flower,0,train
51,image_00014.jpg,passion flower,0,train
52,image_00074.jpg,passion flower,0,train
53,image_00169.jpg,passion flower,0,train
54,image_00193.jpg,passion flower,0,train
55,image_00213.jpg,passion flower,0,train
56,image_00246.jpg,passion flower,0,train
57,image_00013.jpg,passion flower,0,train
58,image_00051.jpg,passion flower,0,train
59,image_00249.jpg,passion flower,0,train
60,image_00072.jpg,passion flower,0,train
61,image_00235.jpg,passion flower,0,train
62,image_00020.jpg,passion flower,0,train
63,image_00102.jpg,passion flower,0,train
64,image_00230.jpg,passion flower,0,train
65,image_00061.jpg,passion flower,0,train
66,image_00064.jpg,passion flower,0,train
67,image_00155.jpg,passion flower,0,train
68,image_00137.jpg,passion flower,0,train
69,image_00175.jpg,passion flower,0,train
70,image_00083.jpg,passion flower,0,train
71,image_00183.jpg,passion flower,0,train
72,image_00068.jpg,passion flower,0,train
73,image_00093.jpg,passion flower,0,train
74,image_00021.jpg,passion flower,0,train
75,image_00022.jpg,passion flower,0,train
76,image_00168.jpg,passion flower,0,train
77,image_00038.jpg,passion flower,0,train
78,image_00212.jpg,passion flower,0,train
79,image_00160.jpg,passion flower,0,train
80,image_00108.jpg,passion flower,0,train
81,image_00015.jpg,passion flower,0,train
82,image_00251.jpg,passion flower,0,train
83,image_00032.jpg,passion flower,0,train
84,image_00036.jpg,passion flower,0,train
85,image_00157.jpg,passion flower,0,train
86,image_00058.jpg,passion flower,0,train
87,image_00210.jpg,passion flower,0,train
88,image_00011.jpg,passion flower,0,train
89,image_00010.jpg,passion flower,0,train
90,image_00087.jpg,passion flower,0,train
91,image_00005.jpg,passion flower,0,train
92,image_00033.jpg,passion flower,0,train
93,image_00209.jpg,passion flower,0,train
94,image_00148.jpg,passion flower,0,train
95,image_00024.jpg,passion flower,0,train
96,image_00191.jpg,passion flower,0,train
97,image_00120.jpg,passion flower,0,train
98,image_00159.jpg,passion flower,0,train
99,image_00216.jpg,passion flower,0,train
100,image_00030.jpg,passion flower,0,train
101,image_00161.jpg,passion flower,0,train
102,image_00077.jpg,passion flower,0,train
103,image_00198.jpg,passion flower,0,train
104,image_00043.jpg,passion flower,0,train
105,image_00147.jpg,passion flower,0,train
106,image_00250.jpg,passion flower,0,train
107,image_00080.jpg,passion flower,0,train
108,image_00070.jpg,passion flower,0,train
109,image_00203.jpg,passion flower,0,train
110,image_00225.jpg,passion flower,0,train
111,image_00163.jpg,passion flower,0,train
112,image_00236.jpg,passion flower,0,train
113,image_00046.jpg,passion flower,0,train
114,image_00105.jpg,passion flower,0,train
115,image_00166.jpg,passion flower,0,train
116,image_00177.jpg,passion flower,0,train
117,image_00065.jpg,passion flower,0,train
118,image_00205.jpg,passion flower,0,train
119,image_00071.jpg,passion flower,0,train
120,image_00194.jpg,passion flower,0,train
121,image_00047.jpg,passion flower,0,train
122,image_00112.jpg,passion flower,0,train
123,image_00062.jpg,passion flower,0,train
124,image_00150.jpg,passion flower,0,train
125,image_00122.jpg,passion flower,0,train
126,image_00341.jpg,water lily,1,train
127,image_00384.jpg,water lily,1,train
128,image_00369.jpg,water lily,1,train
129,image_00288.jpg,water lily,1,train
130,image_00314.jpg,water lily,1,train
131,image_00258.jpg,water lily,1,train
132,image_00394.jpg,water lily,1,train
133,image_00299.jpg,water lily,1,train
134,image_00269.jpg,water lily,1,train
135,image_00293.jpg,water lily,1,train
136,image_00315.jpg,water lily,1,train
137,image_00374.jpg,water lily,1,train
138,image_00323.jpg,water lily,1,train
139,image_00350.jpg,water lily,1,train
140,image_00285.jpg,water lily,1,train
141,image_00283.jpg,water lily,1,train
142,image_00331.jpg,water lily,1,train
143,image_00343.jpg,water lily,1,train
144,image_00363.jpg,water lily,1,train
145,image_00420.jpg,water lily,1,train
146,image_00427.jpg,water lily,1,train
147,image_00371.jpg,water lily,1,train
148,image_00279.jpg,water lily,1,train
149,image_00383.jpg,water lily,1,train
150,image_00431.jpg,water lily,1,train
151,image_00336.jpg,water lily,1,train
152,image_00333.jpg,water lily,1,train
153,image_00387.jpg,water lily,1,train
154,image_00254.jpg,water lily,1,train
155,image_00260.jpg,water lily,1,train
156,image_00318.jpg,water lily,1,train
157,image_00316.jpg,water lily,1,train
158,image_00275.jpg,water lily,1,train
159,image_00267.jpg,water lily,1,train
160,image_00319.jpg,water lily,1,train
161,image_00271.jpg,water lily,1,train
162,image_00296.jpg,water lily,1,train
163,image_00395.jpg,water lily,1,train
164,image_00342.jpg,water lily,1,train
165,image_00297.jpg,water lily,1,train
166,image_00274.jpg,water lily,1,train
167,image_00345.jpg,water lily,1,train
168,image_00357.jpg,water lily,1,train
169,image_00291.jpg,water lily,1,train
170,image_00328.jpg,water lily,1,train
171,image_00370.jpg,water lily,1,train
172,image_00259.jpg,water lily,1,train
173,image_00385.jpg,water lily,1,train
174,image_00332.jpg,water lily,1,train
175,image_00415.jpg,water lily,1,train
176,image_00416.jpg,water lily,1,train
177,image_00418.jpg,water lily,1,train
178,image_00393.jpg,water lily,1,train
179,image_00308.jpg,water lily,1,train
180,image_00437.jpg,water lily,1,train
181,image_00360.jpg,water lily,1,train
182,image_00329.jpg,water lily,1,train
183,image_00290.jpg,water lily,1,train
184,image_00356.jpg,water lily,1,train
185,image_00372.jpg,water lily,1,train
186,image_00311.jpg,water lily,1,train
187,image_00302.jpg,water lily,1,train
188,image_00252.jpg,water lily,1,train
189,image_00255.jpg,water lily,1,train
190,image_00386.jpg,water lily,1,train
191,image_00353.jpg,water lily,1,train
192,image_00380.jpg,water lily,1,train
193,image_00264.jpg,water lily,1,train
194,image_00417.jpg,water lily,1,train
195,image_00313.jpg,water lily,1,train
196,image_00284.jpg,water lily,1,train
197,image_00443.jpg,water lily,1,train
198,image_00347.jpg,water lily,1,train
199,image_00321.jpg,water lily,1,train
200,image_00364.jpg,water lily,1,train
201,image_00307.jpg,water lily,1,train
202,image_00407.jpg,water lily,1,train
203,image_00434.jpg,water lily,1,train
204,image_00344.jpg,water lily,1,train
205,image_00435.jpg,water lily,1,train
206,image_00309.jpg,water lily,1,train
207,image_00405.jpg,water lily,1,train
208,image_00272.jpg,water lily,1,train
209,image_00305.jpg,water lily,1,train
210,image_00366.jpg,water lily,1,train
211,image_00282.jpg,water lily,1,train
212,image_00421.jpg,water lily,1,train
213,image_00440.jpg,water lily,1,train
214,image_00365.jpg,water lily,1,train
215,image_00442.jpg,water lily,1,train
216,image_00263.jpg,water lily,1,train
217,image_00402.jpg,water lily,1,train
218,image_00391.jpg,water lily,1,train
219,image_00367.jpg,water lily,1,train
220,image_00253.jpg,water lily,1,train
221,image_00355.jpg,water lily,1,train
222,image_00430.jpg,water lily,1,train
223,image_00535.jpg,cyclamen,2,train
224,image_00480.jpg,cyclamen,2,train
225,image_00511.jpg,cyclamen,2,train
226,image_00588.jpg,cyclamen,2,train
227,image_00583.jpg,cyclamen,2,train
228,image_00546.jpg,cyclamen,2,train
229,image_08082.jpg,cyclamen,2,train
230,image_00500.jpg,cyclamen,2,train
231,image_00578.jpg,cyclamen,2,train
232,image_00510.jpg,cyclamen,2,train
233,image_00505.jpg,cyclamen,2,train
234,image_00597.jpg,cyclamen,2,train
235,image_00590.jpg,cyclamen,2,train
