,ID,filename,species,label,split
4093,4093,image_00055.jpg,passion flower,0,val
4094,4094,image_00053.jpg,passion flower,0,val
4095,4095,image_00034.jpg,passion flower,0,val
4096,4096,image_00099.jpg,passion flower,0,val
4097,4097,image_00002.jpg,passion flower,0,val
4098,4098,image_00222.jpg,passion flower,0,val
4099,4099,image_00192.jpg,passion flower,0,val
4100,4100,image_00091.jpg,passion flower,0,val
4101,4101,image_00201.jpg,passion flower,0,val
4102,4102,image_00132.jpg,passion flower,0,val
4103,4103,image_00187.jpg,passion flower,0,val
4104,4104,image_00242.jpg,passion flower,0,val
4105,4105,image_00211.jpg,passion flower,0,val
4106,4106,image_00052.jpg,passion flower,0,val
4107,4107,image_00004.jpg,passion flower,0,val
4108,4108,image_00219.jpg,passion flower,0,val
4109,4109,image_00180.jpg,passion flower,0,val
4110,4110,image_00145.jpg,passion flower,0,val
4111,4111,image_00044.jpg,passion flower,0,val
4112,4112,image_00153.jpg,passion flower,0,val
4113,4113,image_00079.jpg,passion flower,0,val
4114,4114,image_00012.jpg,passion flower,0,val
4115,4115,image_00240.jpg,passion flower,0,val
4116,4116,image_00204.jpg,passion flower,0,val
4117,4117,image_00126.jpg,passion flower,0,val
4118,4118,image_00095.jpg,passion flower,0,val
4119,4119,image_00170.jpg,passion flower,0,val
4120,4120,image_00134.jpg,passion flower,0,val
4121,4121,image_00042.jpg,passion flower,0,val
4122,4122,image_00028.jpg,passion flower,0,val
4123,4123,image_00131.jpg,passion flower,0,val
4124,4124,image_00200.jpg,passion flower,0,val
4125,4125,image_00023.jpg,passion flower,0,val
4126,4126,image_00096.jpg,passion flower,0,val
4127,4127,image_00141.jpg,passion flower,0,val
4128,4128,image_00094.jpg,passion flower,0,val
4129,4129,image_00045.jpg,passion flower,0,val
4130,4130,image_00189.jpg,passion flower,0,val
4131,4131,image_00104.jpg,passion flower,0,val
4132,4132,image_00063.jpg,passion flower,0,val
4133,4133,image_00123.jpg,passion flower,0,val
4134,4134,image_00009.jpg,passion flower,0,val
4135,4135,image_00173.jpg,passion flower,0,val
4136,4136,image_00101.jpg,passion flower,0,val
4137,4137,image_00178.jpg,passion flower,0,val
4138,4138,image_00128.jpg,passion flower,0,val
4139,4139,image_00151.jpg,passion flower,0,val
4140,4140,image_00073.jpg,passion flower,0,val
4141,4141,image_00078.jpg,passion flower,0,val
4142,4142,image_00049.jpg,passion flower,0,val
4143,4143,image_00265.jpg,water lily,1,val
4144,4144,image_00287.jpg,water lily,1,val
4145,4145,image_00310.jpg,water lily,1,val
4146,4146,image_00368.jpg,water lily,1,val
4147,4147,image_00406.jpg,water lily,1,val
4148,4148,image_00359.jpg,water lily,1,val
4149,4149,image_00289.jpg,water lily,1,val
4150,4150,image_00298.jpg,water lily,1,val
4151,4151,image_00390.jpg,water lily,1,val
4152,4152,image_00399.jpg,water lily,1,val
4153,4153,image_00419.jpg,water lily,1,val
4154,4154,image_00280.jpg,water lily,1,val
4155,4155,image_00322.jpg,water lily,1,val
4156,4156,image_00325.jpg,water lily,1,val
4157,4157,image_00444.jpg,water lily,1,val
4158,4158,image_00375.jpg,water lily,1,val
4159,4159,image_00373.jpg,water lily,1,val
4160,4160,image_00426.jpg,water lily,1,val
4161,4161,image_00330.jpg,water lily,1,val
4162,4162,image_00266.jpg,water lily,1,val
4163,4163,image_00414.jpg,water lily,1,val
4164,4164,image_00400.jpg,water lily,1,val
4165,4165,image_00358.jpg,water lily,1,val
4166,4166,image_00270.jpg,water lily,1,val
4167,4167,image_00352.jpg,water lily,1,val
4168,4168,image_00433.jpg,water lily,1,val
4169,4169,image_00300.jpg,water lily,1,val
4170,4170,image_00441.jpg,water lily,1,val
4171,4171,image_00436.jpg,water lily,1,val
4172,4172,image_00257.jpg,water lily,1,val
4173,4173,image_00334.jpg,water lily,1,val
4174,4174,image_00429.jpg,water lily,1,val
4175,4175,image_00397.jpg,water lily,1,val
4176,4176,image_00377.jpg,water lily,1,val
4177,4177,image_00401.jpg,water lily,1,val
4178,4178,image_00326.jpg,water lily,1,val
4179,4179,image_00281.jpg,water lily,1,val
4180,4180,image_00339.jpg,water lily,1,val
4181,4181,image_00412.jpg,water lily,1,val
4182,4182,image_00582.jpg,cyclamen,2,val
4183,4183,image_00453.jpg,cyclamen,2,val
4184,4184,image_00594.jpg,cyclamen,2,val
4185,4185,image_00519.jpg,cyclamen,2,val
4186,4186,image_00499.jpg,cyclamen,2,val
4187,4187,image_00528.jpg,cyclamen,2,val
4188,4188,image_00449.jpg,cyclamen,2,val
4189,4189,image_00508.jpg,cyclamen,2,val
4190,4190,image_00479.jpg,cyclamen,2,val
4191,4191,image_00467.jpg,cyclamen,2,val
4192,4192,image_00489.jpg,cyclamen,2,val
4193,4193,image_00496.jpg,cyclamen,2,val
4194,4194,image_00447.jpg,cyclamen,2,val
4195,4195,image_00504.jpg,cyclamen,2,val
4196,4196,image_00560.jpg,cyclamen,2,val
4197,4197,image_00502.jpg,cyclamen,2,val
4198,4198,image_00591.jpg,cyclamen,2,val
4199,4199,image_00547.jpg,cyclamen,2,val
4200,4200,image_00565.jpg,cyclamen,2,val
4201,4201,image_00554.jpg,cyclamen,2,val
4202,4202,image_00503.jpg,cyclamen,2,val
4203,4203,image_00533.jpg,cyclamen,2,val
4204,4204,image_00454.jpg,cyclamen,2,val
4205,4205,image_00568.jpg,cyclamen,2,val
4206,4206,image_00575.jpg,cyclamen,2,val
4207,4207,image_00477.jpg,cyclamen,2,val
4208,4208,image_00531.jpg,cyclamen,2,val
4209,4209,image_00592.jpg,cyclamen,2,val
4210,4210,image_00452.jpg,cyclamen,2,val
4211,4211,image_00466.jpg,cyclamen,2,val
4212,4212,image_08083.jpg,cyclamen,2,val
4213,4213,image_00665.jpg,watercress,3,val
4214,4214,image_00643.jpg,watercress,3,val
4215,4215,image_00704.jpg,watercress,3,val
4216,4216,image_00698.jpg,watercress,3,val
4217,4217,image_00653.jpg,watercress,3,val
4218,4218,image_00637.jpg,watercress,3,val
4219,4219,image_00720.jpg,watercress,3,val
4220,4220,image_00645.jpg,watercress,3,val
4221,4221,image_00730.jpg,watercress,3,val
4222,4222,image_00607.jpg,watercress,3,val
4223,4223,image_00615.jpg,watercress,3,val
4224,4224,image_00762.jpg,watercress,3,val
4225,4225,image_00690.jpg,watercress,3,val
4226,4226,image_00770.jpg,watercress,3,val
4227,4227,image_00684.jpg,watercress,3,val
4228,4228,image_00753.jpg,watercress,3,val
4229,4229,image_00779.jpg,watercress,3,val
4230,4230,image_00745.jpg,watercress,3,val
4231,4231,image_00693.jpg,watercress,3,val
4232,4232,image_00735.jpg,watercress,3,val
4233,4233,image_00726.jpg,watercress,3,val
4234,4234,image_00601.jpg,watercress,3,val
4235,4235,image_00715.jpg,watercress,3,val
4236,4236,image_00713.jpg,watercress,3,val
4237,4237,image_00611.jpg,watercress,3,val
4238,4238,image_00701.jpg,watercress,3,val
4239,4239,image_00634.jpg,watercress,3,val
4240,4240,image_00721.jpg,watercress,3,val
4241,4241,image_00647.jpg,watercress,3,val
4242,4242,image_00742.jpg,watercress,3,val
4243,4243,image_00671.jpg,watercress,3,val
4244,4244,image_00624.jpg,watercress,3,val
4245,4245,image_00696.jpg,watercress,3,val
4246,4246,image_00613.jpg,watercress,3,val
4247,4247,image_00707.jpg,watercress,3,val
4248,4248,image_00705.jpg,watercress,3,val
4249,4249,image_00723.jpg,watercress,3,val
4250,4250,image_00785.jpg,frangipani,4,val
4251,4251,image_00808.jpg,frangipani,4,val
4252,4252,image_00783.jpg,frangipani,4,val
4253,4253,image_00931.jpg,frangipani,4,val
4254,4254,image_00945.jpg,frangipani,4,val
4255,4255,image_00786.jpg,frangipani,4,val
4256,4256,image_00804.jpg,frangipani,4,val
4257,4257,image_00933.jpg,frangipani,4,val
4258,4258,image_00912.jpg,frangipani,4,val
4259,4259,image_00822.jpg,frangipani,4,val
4260,4260,image_00831.jpg,frangipani,4,val
4261,4261,image_00810.jpg,frangipani,4,val
4262,4262,image_00794.jpg,frangipani,4,val
4263,4263,image_00789.jpg,frangipani,4,val
4264,4264,image_00887.jpg,frangipani,4,val
4265,4265,image_00868.jpg,frangipani,4,val
4266,4266,image_00882.jpg,frangipani,4,val
4267,4267,image_00807.jpg,frangipani,4,val
4268,4268,image_00890.jpg,frangipani,4,val
4269,4269,image_00795.jpg,frangipani,4,val
4270,4270,image_00811.jpg,frangipani,4,val
4271,4271,image_00832.jpg,frangipani,4,val
4272,4272,image_00877.jpg,frangipani,4,val
4273,4273,image_00820.jpg,frangipani,4,val
4274,4274,image_00827.jpg,frangipani,4,val
4275,4275,image_00922.jpg,frangipani,4,val
4276,4276,image_00928.jpg,frangipani,4,val
4277,4277,image_00893.jpg,frangipani,4,val
4278,4278,image_00880.jpg,frangipani,4,val
4279,4279,image_00940.jpg,frangipani,4,val
4280,4280,image_00801.jpg,frangipani,4,val
4281,4281,image_00848.jpg,frangipani,4,val
4282,4282,image_00839.jpg,frangipani,4,val
4283,4283,image_01133.jpg,wallflower,5,val
4284,4284,image_01071.jpg,wallflower,5,val
4285,4285,image_01039.jpg,wallflower,5,val
4286,4286,image_01063.jpg,wallflower,5,val
4287,4287,image_01014.jpg,wallflower,5,val
4288,4288,image_01004.jpg,wallflower,5,val
4289,4289,image_01051.jpg,wallflower,5,val
4290,4290,image_01120.jpg,wallflower,5,val
4291,4291,image_00963.jpg,wallflower,5,val
4292,4292,image_01105.jpg,wallflower,5,val
4293,4293,image_01008.jpg,wallflower,5,val
4294,4294,image_01021.jpg,wallflower,5,val
4295,4295,image_00997.jpg,wallflower,5,val
4296,4296,image_01047.jpg,wallflower,5,val
4297,4297,image_01012.jpg,wallflower,5,val
4298,4298,image_00990.jpg,wallflower,5,val
4299,4299,image_00989.jpg,wallflower,5,val
4300,4300,image_00973.jpg,wallflower,5,val
4301,4301,image_01018.jpg,wallflower,5,val
